name_x,abv,ibu,style,ounces,name_y,city,state
Köld Lager (2010),0.05,16,German Pilsener,16,Tallgrass Brewing Company,Manhattan, KS
Oasis (2010),0.072,93,American Double / Imperial IPA,16,Tallgrass Brewing Company,Manhattan, KS
Tallgrass Ale,0.044,22,American Brown Ale,16,Tallgrass Brewing Company,Manhattan, KS
Buffalo Sweat (2010),0.05,20,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan, KS
Tallgrass IPA,0.063,60,American IPA,16,Tallgrass Brewing Company,Manhattan, KS
Old Elephant Foot IPA,0.07,80,American IPA,16,Tampa Bay Brewing Company,Tampa, FL
Peck's Porter,0.065,35,American Porter,16,Tapistry Brewing,Bridgman, MI
Deduction,0.08,22,Dubbel,12,Taxman Brewing Company,Bargersville, IN
RecreationAle,0.047,42,American Pale Ale (APA),12,Terrapin Brewing Company,Athens, GA
First Stand,0.055,35,Saison / Farmhouse Ale,12,Texian Brewing Co.,Richmond, TX
Battle LIne,0.063,23,American Brown Ale,12,Texian Brewing Co.,Richmond, TX
Broken Bridge,0.056,12,Dunkelweizen,12,Texian Brewing Co.,Richmond, TX
Brutus,0.071,69,English India Pale Ale (IPA),12,Texian Brewing Co.,Richmond, TX
Heady Topper,0.08,120,American Double / Imperial IPA,16,The Alchemist,Waterbury, VT
Bomber Mountain Amber Ale (2013),0.046,20,American Amber / Red Ale,12,The Black Tooth Brewing Company,Sheridan, WY
Indian Paintbrush IPA,0.07,75,American IPA,12,The Black Tooth Brewing Company,Sheridan, WY
Saddle Bronc Brown Ale (2013),0.048,16,English Brown Ale,12,The Black Tooth Brewing Company,Sheridan, WY
Wagon Box Wheat Beer,0.059,15,American Pale Wheat Ale,12,The Black Tooth Brewing Company,Sheridan, WY
Bronx Summer Pale Ale,0.052,16,American Pale Ale (APA),16,The Bronx Brewery,Bronx, NY
Bronx Black Pale Ale,0.057,46,American Black Ale,16,The Bronx Brewery,Bronx, NY
Bronx Pale Ale,0.063,50,American Pale Ale (APA),16,The Bronx Brewery,Bronx, NY
Surfrider,0.052,35,American Pale Ale (APA),16,The Dudes' Brewing Company,Torrance, CA
Grandma's Pecan,0.069,34,English Brown Ale,16,The Dudes' Brewing Company,Torrance, CA
Double Trunk,0.099,101,American Double / Imperial IPA,16,The Dudes' Brewing Company,Torrance, CA
Just IPA,0.046,45,American IPA,12,The Just Beer Project,Burlington, VT
Hunny Do Wheat,0.048,18,American Pale Wheat Ale,12,Third Street Brewhouse,Cold Spring, MN
Knotty Blonde Ale,0.04,18,American Blonde Ale,12,Three Creeks Brewing,Sisters, OR
Fivepine Chocolate Porter,0.062,40,American Porter,12,Three Creeks Brewing,Sisters, OR
Hoodoo Voodoo IPA,0.062,82,American IPA,12,Three Creeks Brewing,Sisters, OR
Hydraulion Red,0.053,22,Irish Red Ale,12,Three Notch'd Brewing Company,Charlottesville, VA
40 Mile IPA,0.06,50,American IPA,12,Three Notch'd Brewing Company,Charlottesville, VA
Citra Faced,0.055,64,American Pale Wheat Ale,16,Three Pints Brewing,Martinsville, IN
Pole Barn Stout,0.055,31,Oatmeal Stout,16,Three Pints Brewing,Martinsville, IN
Pale,0.054,37,American Pale Ale (APA),16,Three Pints Brewing,Martinsville, IN
Yoshi's Nectar,0.053,27,California Common / Steam Beer,16,Three Pints Brewing,Martinsville, IN
Cafe Leche,0.058,20,American Porter,16,Tin Man Brewing Company,Evansville, IN
Damascene Apricot Sour,0.052,12,Fruit / Vegetable Beer,16,Tin Man Brewing Company,Evansville, IN
Csar,0.12,90,Russian Imperial Stout,16,Tin Man Brewing Company,Evansville, IN
Overlord Imperial IPA,0.085,115,American Double / Imperial IPA,16,Tin Man Brewing Company,Evansville, IN
Alloy,0.058,36,American IPA,16,Tin Man Brewing Company,Evansville, IN
Rivet Irish Red Ale,0.051,22,Irish Red Ale,16,Tin Man Brewing Company,Evansville, IN
3 Gear Robust Porter,0.052,50,American Porter,16,Tin Man Brewing Company,Evansville, IN
Circuit Bohemian Pilsner,0.045,35,Czech Pilsener,16,Tin Man Brewing Company,Evansville, IN
Juke Joint IPA,0.07,60,American IPA,12,Tin Roof Brewing Company,Baton Rouge, LA
Parade Ground Coffee Porter,0.07,35,American Porter,12,Tin Roof Brewing Company,Baton Rouge, LA
Tin Roof Watermelon Wheat,0.05,21,Fruit / Vegetable Beer,12,Tin Roof Brewing Company,Baton Rouge, LA
Tin Roof Blonde Ale,0.045,18,American Blonde Ale,12,Tin Roof Brewing Company,Baton Rouge, LA
Voodoo Bengal Pale Ale,0.055,37,American Pale Ale (APA),12,Tin Roof Brewing Company,Baton Rouge, LA
Perfect Tin Amber,0.045,28,American Amber / Red Ale,12,Tin Roof Brewing Company,Baton Rouge, LA
IPA & a Half,0.073,87,American IPA,12,Tommyknocker Brewery,Idaho Springs, CO
Ornery Amber Lager (2003),0.055,33,Vienna Lager,12,Tommyknocker Brewery,Idaho Springs, CO
Almanac IPA,0.062,72,American IPA,12,Tractor Brewing Company,Albuquerque, NM
Farmer's Tan Red Ale,0.06,30,American Amber / Red Ale,12,Tractor Brewing Company,Albuquerque, NM
Nugget Nectar,0.075,93,American Amber / Red Ale,16,Tröegs Brewing Company,Hershey, PA
Sunshine Pils,0.045,45,American Pilsner,12,Tröegs Brewing Company,Hershey, PA
Troegenator Doublebock,0.082,25,Doppelbock,16,Tröegs Brewing Company,Hershey, PA
Perpetual IPA,0.075,85,American IPA,12,Tröegs Brewing Company,Hershey, PA
Greenville Pale Ale,0.055,52,American Pale Ale (APA),12,Twin Lakes Brewing Company,Greenville, DE
Hoppy Boy,0.062,65,American IPA,16,Twisted Pine Brewing Company,Boulder, CO
Cow Creek,0.054,26,American Amber / Red Lager,12,Twisted X Brewing Company,Dripping Springs, TX
Chupahopra,0.075,63,American IPA,12,Twisted X Brewing Company,Dripping Springs, TX
Twisted X,0.051,19,American Adjunct Lager,12,Twisted X Brewing Company,Dripping Springs, TX
Day Hike Session,0.041,41,American IPA,12,Two Beers Brewing Company,Seattle, WA
Trailhead ISA,0.048,48,American IPA,12,Two Beers Brewing Company,Seattle, WA
Immersion Amber,0.052,27,American Amber / Red Ale,12,Two Beers Brewing Company,Seattle, WA
Evo IPA,0.062,70,American IPA,12,Two Beers Brewing Company,Seattle, WA
Evolutionary IPA (2012),0.062,70,American IPA,12,Two Beers Brewing Company,Seattle, WA
Persnickety Pale,0.057,36,American Pale Ale (APA),12,Two Beers Brewing Company,Seattle, WA
SoDo Brown Ale,0.054,20,American Brown Ale,12,Two Beers Brewing Company,Seattle, WA
Immersion Amber Ale (2011),0.052,27,American Amber / Red Ale,12,Two Beers Brewing Company,Seattle, WA
Evolutionary IPA (2011),0.062,70,American IPA,12,Two Beers Brewing Company,Seattle, WA
Trailhead India Style Session Ale (2011),0.048,48,American IPA,12,Two Beers Brewing Company,Seattle, WA
Wobble,0.063,69,American IPA,16,Two Brothers Brewing Company,Warrenville, IL
Night Cat,0.058,43,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville, IL
Night Cat (2014),0.058,43,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville, IL
Dog Days Lager,0.051,17,Dortmunder / Export Lager,12,Two Brothers Brewing Company,Warrenville, IL
Sidekick Extra Pale Ale,0.051,36,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville, IL
Atom Smasher,0.077,23,Märzen / Oktoberfest,12,Two Brothers Brewing Company,Warrenville, IL
Cane and Ebel,0.07,68,American Strong Ale,12,Two Brothers Brewing Company,Warrenville, IL
PUNK'N,0.05,10,Pumpkin Ale,12,Uinta Brewing Company,Salt Lake City, UT
Yard Sale Winter Lager,0.04,22,American Amber / Red Lager,12,Uinta Brewing Company,Salt Lake City, UT
Trader Session IPA,0.04,42,American IPA,12,Uinta Brewing Company,Salt Lake City, UT
Hop Nosh IPA,0.073,83,American IPA,12,Uinta Brewing Company,Salt Lake City, UT
SUM'R,0.04,17,American Blonde Ale,12,Uinta Brewing Company,Salt Lake City, UT
Organic Baba Black Lager,0.04,32,Schwarzbier,12,Uinta Brewing Company,Salt Lake City, UT
Hop Notch IPA (2013),0.073,82,American IPA,12,Uinta Brewing Company,Salt Lake City, UT
Cutthroat Pale Ale,0.04,34,American Pale Ale (APA),12,Uinta Brewing Company,Salt Lake City, UT
WYLD Extra Pale Ale,0.04,29,American Pale Ale (APA),12,Uinta Brewing Company,Salt Lake City, UT
The Green Room,0.06,75,American IPA,16,Uncle Billy's Brewery and Smokeh...,Austin, TX
Humbucker Helles,0.047,25,Maibock / Helles Bock,16,Uncle Billy's Brewery and Smokeh...,Austin, TX
Double Duckpin,0.085,90,American Double / Imperial IPA,12,Union Craft Brewing,Baltimore, MD
Old Pro,0.042,10,Gose,12,Union Craft Brewing,Baltimore, MD
Campside Session IPA,0.045,50,American IPA,16,Upland Brewing Company,Bloomington, IN
Upland Wheat Ale,0.045,15,Witbier,16,Upland Brewing Company,Bloomington, IN
Lee Hill Series Vol. 2 - Wild Saison,0.068,24,American Wild Ale,19.2,Upslope Brewing Company,Boulder, CO
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,0.099,51,American Double / Imperial Stout,19.2,Upslope Brewing Company,Boulder, CO
Thai Style White IPA,0.065,33,American White IPA,12,Upslope Brewing Company,Boulder, CO
Ferus Fluxus Wild Belgian Pale Ale,0.075,30,American Wild Ale,19.2,Upslope Brewing Company,Boulder, CO
Upslope Imperial India Pale Ale,0.099,90,American Double / Imperial IPA,19.2,Upslope Brewing Company,Boulder, CO
Upslope Belgian Style Pale Ale,0.075,30,Belgian Pale Ale,12,Upslope Brewing Company,Boulder, CO
Top Rope Mexican-style Craft Lager,0.048,15,Vienna Lager,12,Upslope Brewing Company,Boulder, CO
Upslope Craft Lager,0.048,22,Vienna Lager,12,Upslope Brewing Company,Boulder, CO
Common Sense Kentucky Common Ale,0.053,22,American Brown Ale,16,Upstate Brewing Company,Elmira, NY
Upstate I.P.W.,0.065,70,American IPA,12,Upstate Brewing Company,Elmira, NY
Squatters Hop Rising Double IPA,0.09,75,American Double / Imperial IPA,12,Utah Brewers Cooperative,Salt Lake City, UT
Squatters Hop Rising Double IPA (2014),0.09,75,American Double / Imperial IPA,12,Utah Brewers Cooperative,Salt Lake City, UT
Voodoo Love Child,0.092,25,Tripel,12,Voodoo Brewery,Meadville, PA
White Magick of the Sun,0.079,23,Witbier,12,Voodoo Brewery,Meadville, PA
Wynona's Big Brown Ale,0.075,31,American Brown Ale,12,Voodoo Brewery,Meadville, PA
Gran Met,0.092,25,Belgian Strong Pale Ale,12,Voodoo Brewery,Meadville, PA
Good Vibes IPA,0.073,85,American IPA,12,Voodoo Brewery,Meadville, PA
Pilzilla,0.075,85,American Double / Imperial Pilsner,12,Voodoo Brewery,Meadville, PA
Wachusett Light IPA,0.04,37,American IPA,12,Wachusett Brewing Company,Westminster, MA
Green Monsta IPA,0.06,55,American IPA,12,Wachusett Brewing Company,Westminster, MA
Wachusett IPA,0.056,50,American IPA,12,Wachusett Brewing Company,Westminster, MA
Larry Imperial IPA,0.085,85,American Double / Imperial IPA,12,Wachusett Brewing Company,Westminster, MA
Country Pale Ale,0.051,17,English Pale Ale,12,Wachusett Brewing Company,Westminster, MA
Wachusett Light IPA (2013),0.04,37,American IPA,12,Wachusett Brewing Company,Westminster, MA
Pumpkan,0.052,20,Pumpkin Ale,12,Wachusett Brewing Company,Westminster, MA
Wachusett Blueberry Ale,0.045,10,Fruit / Vegetable Beer,12,Wachusett Brewing Company,Westminster, MA
Self Starter,0.052,67,American IPA,16,Warped Wing Brewing Company,Dayton, OH
Ermal's,0.054,20,Cream Ale,16,Warped Wing Brewing Company,Dayton, OH
Westbrook Gose,0.04,5,Gose,12,Westbrook Brewing Company,Mt. Pleasant, SC
White Thai,0.05,16,Witbier,12,Westbrook Brewing Company,Mt. Pleasant, SC
Westbrook IPA,0.068,65,American IPA,12,Westbrook Brewing Company,Mt. Pleasant, SC
Westfield Octoberfest,0.057,22,Märzen / Oktoberfest,12,Westfield River Brewing Company,Westfield, MA
Charlie in the Rye,0.058,55,American IPA,12,Westfield River Brewing Company,Westfield, MA
O’Malley’s IPA,0.075,89,American IPA,12,Weston Brewing Company,Weston, MO
L'il Lucy's Hot Pepper Ale,0.049,28,Chile Beer,12,Weston Brewing Company,Weston, MO
Hefe Lemon,0.049,30,Radler,12,Widmer Brothers Brewing Company,Portland, OR
Hefe Black,0.049,30,Hefeweizen,12,Widmer Brothers Brewing Company,Portland, OR
Widmer Brothers Hefeweizen,0.049,30,Hefeweizen,12,Widmer Brothers Brewing Company,Portland, OR
Hop Slayer Double IPA,0.082,100,American Double / Imperial IPA,12,Wild Onion Brewing Company,Lake Barrington, IL
Phat Chance,0.052,27,American Blonde Ale,12,Wild Onion Brewing Company,Lake Barrington, IL
Hop Slayer Double IPA (2011),0.082,100,American Double / Imperial IPA,12,Wild Onion Brewing Company,Lake Barrington, IL
Wild Onion Summer Wit,0.042,13,Witbier,12,Wild Onion Brewing Company,Lake Barrington, IL
Jack Stout,0.06,23,Oatmeal Stout,12,Wild Onion Brewing Company,Lake Barrington, IL
Paddy Pale Ale,0.056,41,American Pale Ale (APA),12,Wild Onion Brewing Company,Lake Barrington, IL
Blonde Hunny,0.068,21,Belgian Pale Ale,12,Wild Wolf Brewing Company,Nellysford, VA
Wild Wolf Wee Heavy Scottish Style Ale,0.057,20,Scotch Ale / Wee Heavy,12,Wild Wolf Brewing Company,Nellysford, VA
Wild Wolf American Pilsner,0.045,25,American Pilsner,12,Wild Wolf Brewing Company,Nellysford, VA
Alpha Ale,0.051,45,American Pale Ale (APA),12,Wild Wolf Brewing Company,Nellysford, VA
Ace IPA,0.074,83,American IPA,16,Wingman Brewers,Tacoma, WA
P-51 Porter,0.08,31,American Porter,16,Wingman Brewers,Tacoma, WA
#002 American I.P.A.,0.071,60,American IPA,12,Wisconsin Brewing Company,Verona, WI
#004 Session I.P.A.,0.048,38,American IPA,12,Wisconsin Brewing Company,Verona, WI
Ananda India Pale Ale,0.062,61,American IPA,12,Wiseacre Brewing Company,Memphis, TN
Tiny Bomb,0.045,23,American Pilsner,12,Wiseacre Brewing Company,Memphis, TN
Train Hopper,0.058,72,American IPA,12,Witch's Hat Brewing Company,South Lyon, MI
Troopers Alley IPA,0.059,135,American IPA,12,Wolf Hills Brewing Company,Abingdon, VA
Wolverine Premium Lager,0.047,15,American Pale Lager,12,Wolverine State Brewing Company,Ann Arbor, MI
4000 Footer IPA,0.065,82,American IPA,12,"Woodstock Inn, Station & Brewery",North Woodstock, NH
Summer Brew,0.028,15,American Pilsner,12,"Woodstock Inn, Station & Brewery",North Woodstock, NH
Be Hoppy IPA,0.065,69,American IPA,16,Wormtown Brewery,Worcester, MA
Worthy IPA,0.069,69,American IPA,12,Worthy Brewing Company,Bend, OR
Easy Day Kolsch,0.045,25,Kölsch,12,Worthy Brewing Company,Bend, OR
Lights Out Vanilla Cream Extra Stout,0.077,30,American Double / Imperial IPA,12,Worthy Brewing Company,Bend, OR
Worthy IPA (2013),0.069,69,American IPA,12,Worthy Brewing Company,Bend, OR
Worthy Pale,0.06,50,American Pale Ale (APA),12,Worthy Brewing Company,Bend, OR
Belgorado,0.067,45,Belgian IPA,12,Wynkoop Brewing Company,Denver, CO
Silverback Pale Ale,0.055,40,American Pale Ale (APA),12,Wynkoop Brewing Company,Denver, CO
